theta_peak_cf_hz,theta_peak_power,aperiodic_exponent,fooof_r_squared,permutation_p_value,permutation_z_score,n_participants,n_permutations,data_source,analysis_timestamp
,,1.0384582655811174,0.7001438082591851,1.0,-0.28811703029268965,7,5000,ds006065,2026-03-20T15:40:24.326224
